Financial Year,Offence Month,Inf No,Face Value,Infringement Type,Offence Description,Location Details
2006/07,Feb,1,308,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CITY ROAD (514) MEREWETHER NORTHBOUND
2005/06,Oct,1,300,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PRINCES HIGHWAY (604) FIGTREE SOUTHBOUND
2008/09,May,1,324,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FAIRLIGHT STREET (137) FIVE DOCK SOUTHBOUND
2008/09,Mar,1,324,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PARRAMATTA ROAD (2) FOREST LODGE EASTBOUND
2009/10,Jul,1,338,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SILVERWATER ROAD (115) SILVERWATER EASTBOUND
2004/05,Dec,363,82038,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2004/05,Sep,326,73676,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CHURCH STREET (74) RYDE SOUTHBOUND
2004/05,Dec,246,55596,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PARRAMATTA ROAD(3) ANNANDALE EASTBOUND
2004/05,Sep,218,49268,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CLIVE STREET (80) EAST ROSEVILLE NORTHBOUND
2004/05,Oct,119,26894,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),O'CONNELL STREET(22) PARRAMATTA SOUTHBOUND
2004/05,Oct,101,22826,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PARRAMATTA ROAD (14) GRANVILLE WESTBOUND
2004/05,Jun,120,27120,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),VICTORIA ROAD (114) PARRAMATTA WESTBOUND
2004/05,Jun,165,37290,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),SUNNYHOLT ROAD (109) BLACKTOWN SOUTHBOUND
2004/05,Jun,303,68478,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),WINDSOR ROAD (99) BAULKHAM HILLS SOUTHBOUND
2004/05,Jun,182,41132,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CROUDACE ROAD (507) LAMBTON NORTHBOUND
2004/05,Jun,22,4972,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),SPRINGHILL ROAD (600) CONISTON EASTBOUND
2004/05,Jun,38,8588,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CUMBERLAND HWY (57) CANLEY HEIGHTS SOUTHBOUND
2004/05,May,150,33900,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),WELLINGTON STREET (87) ROZELLE SOUTHBOUND
2004/05,May,350,79100,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2004/05,Apr,164,37064,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),SUNNYHOLT ROAD (109) BLACKTOWN SOUTHBOUND
2004/05,Aug,183,41358,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PARRAMATTA ROAD (79) FIVE DOCK EASTBOUND
2004/05,Dec,292,65992,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),FOREST ROAD (91) BEXLEY SOUTHBOUND
2004/05,Dec,102,23052,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),MILITARY ROAD (126) MOSMAN WESTBOUND
2004/05,Sep,235,53110,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PENNANT HILLS ROAD (47) THORNLEIGH NORTHBOUND
2004/05,Aug,26,5876,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),ANZAC PARADE (143) MAROUBRA SOUTHBOUND
2004/05,Oct,240,54240,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),FOREST ROAD (91) BEXLEY SOUTHBOUND
2004/05,Nov,190,42940,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CROUDACE ROAD (507) LAMBTON NORTHBOUND
2004/05,Jul,234,52884,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),NEW SOUTH HEAD ROAD (144) DOUBLE BAY WESTBOUND
2004/05,Dec,308,69608,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),KING GEORGES ROAD (83) BEVERLY HILLS (Z) SOUTHBOUND
2004/05,May,71,16046,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),ERNEST STREET(158) CAMMERAY EASTBOUND
2004/05,Dec,289,65314,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),FAIRLIGHT STREET (137) FIVE DOCK EASTBOUND
2004/05,Jan,143,32318,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),SYDNEY ROAD (121) BALGOWLAH EASTBOUND
2004/05,Feb,229,51754,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CROUDACE ROAD (507) LAMBTON NORTHBOUND
2004/05,Jan,79,17854,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),BORONIA ROAD (56) GREENACRE EASTBOUND
2004/05,Jan,95,21470,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),HAMILTON ROAD (152) FAIRFIELD WESTBOUND
2004/05,Apr,107,24182,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),THE RIVER ROAD (107) REVESBY SOUTHBOUND
2004/05,Apr,207,46782,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PACIFIC HIGHWAY (500) BELMONT SOUTHBOUND
2004/05,Apr,182,41132,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CUMBERLAND HIGHWAY (97) SOUTH WENTWORTHVILLE SOUTHBOUND
2004/05,Apr,580,131080,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),WARRINGAH FWY/FALCON ST (70) NORTH SYDNEY NORTHBOUND
2004/05,Mar,103,23278,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),THE RIVER ROAD (107) REVESBY SOUTHBOUND
2004/05,Mar,53,11978,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),ERNEST STREET(158) CAMMERAY EASTBOUND
2004/05,Feb,153,34578,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CLIVE STREET (80) EAST ROSEVILLE NORTHBOUND
2004/05,Mar,42,9492,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),O'CONNELL STREET(22) PARRAMATTA SOUTHBOUND
2004/05,Mar,40,9040,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),SYDNEY ROAD (121) BALGOWLAH EASTBOUND
2004/05,Feb,240,54240,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),WOODVILLE ROAD(15) GUILDFORD NORTHBOUND
2004/05,Nov,127,28702,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),MONA VALE ROAD(38) ST IVES SOUTHBOUND
2004/05,May,104,23504,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),BUNGARRIBEE ROAD (153) BLACKTOWN EASTBOUND
2004/05,Jul,112,25312,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PRINCES HIGHWAY (132) ROCKDALE NORTHBOUND
2004/05,Aug,20,4520,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CITY ROAD (514) MEREWETHER NORTHBOUND
2004/05,Dec,57,12882,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),STONEY CREEK ROAD (140) PEAKHURST WESTBOUND
2004/05,Apr,68,15368,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),HENRY LAWSON DRIVE(29) PEAKHURST WESTBOUND
2004/05,Jan,70,15820,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),THE RIVER ROAD (107) REVESBY SOUTHBOUND
2004/05,Jan,132,29832,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2004/05,Apr,28,6328,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),RYDE ROAD (138) GLADESVILLE WESTBOUND
2004/05,Mar,54,12204,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),VICTORIA ROAD(13) RYDALMERE EASTBOUND
2004/05,Mar,40,9040,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CORRIMAL STREET (610) WOLLONGONG SOUTHBOUND
2004/05,Feb,113,25538,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),SYDNEY ROAD (121) BALGOWLAH EASTBOUND
2004/05,Jun,49,11074,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),RYDE ROAD (138) GLADESVILLE WESTBOUND
2004/05,Jun,76,17176,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),GOULBURN STREET (119) SYDNEY EASTBOUND
2004/05,Jan,91,20566,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CUMBERLAND HIGHWAY (97) SOUTH WENTWORTHVILLE SOUTHBOUND
2004/05,Sep,71,16046,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),BLAXLAND ROAD (149) EASTWOOD NORTHBOUND
2004/05,Mar,66,14916,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),GREAT WESTERN HIGHWAY(20) BLACKTOWN WESTBOUND
2004/05,Jul,79,17854,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PRINCES HIGHWAY(6) KOGARAH SOUTHBOUND
2004/05,Sep,30,6780,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),WINDANG ROAD (602) WINDANG NORTHBOUND
2004/05,Jan,14,3164,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),GREAT WESTERN HIGHWAY(16) PARRAMATTA WESTBOUND
2004/05,Oct,12,2712,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),SPIT ROAD(39) BALMORAL SOUTHBOUND
2004/05,Sep,51,11526,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PRINCES HIGHWAY (604) FIGTREE SOUTHBOUND
2004/05,Jan,38,8588,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CITY ROAD (514) MEREWETHER NORTHBOUND
2004/05,Dec,28,6328,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),HENRY LAWSON DRIVE(29) PEAKHURST WESTBOUND
2004/05,Oct,52,11752,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CITY ROAD (514) MEREWETHER NORTHBOUND
2004/05,Jul,34,7684,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PACIFIC HIGHWAY (505) GATESHEAD SOUTHBOUND
2004/05,Feb,16,3616,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CUMBERLAND HIGHWAY (97) SOUTH WENTWORTHVILLE SOUTHBOUND
2004/05,Apr,39,8814,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),GREAT WESTERN HIGHWAY(20) BLACKTOWN WESTBOUND
2004/05,Jan,29,6554,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),JAMES RUSE DR NTH BOUND O/RAMP NORTH PARRAMATTA NORTHBOUND
2005/06,Sep,127,38100,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),FIVE ISLANDS RD (BRAMBLES CNR) WARRAWONG SOUTHBOUND
2005/06,Jul,67,20100,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),HUME HIGHWAY (134) LANSDOWNE EASTBOUND
2005/06,Jul,70,21000,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),RYDE ROAD (138) GLADESVILLE WESTBOUND
2005/06,Sep,113,33900,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),GEORGES RIVER ROAD (136) CROYDON PARK WESTBOUND
2005/06,Sep,25,7500,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),HUME HIGHWAY (134) LANSDOWNE EASTBOUND
2005/06,Sep,37,11100,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),WELLINGTON STREET (87) ROZELLE SOUTHBOUND
2005/06,Aug,55,16500,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CORRIMAL STREET (610) WOLLONGONG SOUTHBOUND
2005/06,Aug,10,3000,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),SPRINGHILL ROAD (600) CONISTON EASTBOUND
2006/07,Dec,8,2464,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PACIFIC HIGHWAY (157) TURRAMURRA WESTBOUND
2006/07,Nov,3,924,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,O'RIORDAN STREET (162) MASCOT SOUTHBOUND
2006/07,Nov,7,2156,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,KING GEORGES ROAD (42) BEVERLY HILLS NORTHBOUND
2006/07,Aug,5,1540,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,KING GEORGES ROAD (42) BEVERLY HILLS NORTHBOUND
2006/07,Jul,5,1540,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,ROCKY POINT ROAD (142) RAMSGATE SOUTHBOUND
2006/07,Nov,1,308,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CORRIMAL STREET (610) WOLLONGONG SOUTHBOUND
2006/07,Oct,8,2464,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,O'CONNELL STREET(22) PARRAMATTA SOUTHBOUND
2006/07,Sep,7,2156,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,HUME HIGHWAY(8) YAGOONA (Z) EASTBOUND
2006/07,Jul,5,1540,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,O'RIORDAN STREET (162) MASCOT SOUTHBOUND
2006/07,Jul,1,308,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,KINGSWAY (85) WOOLOOWARE WESTBOUND
2006/07,Jun,42,12936,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MULGOA ROAD (94) PENRITH NORTHBOUND
2006/07,May,120,36960,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PACIFIC HIGHWAY (500) BELMONT SOUTHBOUND
2006/07,May,306,94248,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,WINDSOR ROAD (99) BAULKHAM HILLS SOUTHBOUND
2006/07,Jun,42,12936,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PRINCES HIGHWAY (604) FIGTREE SOUTHBOUND
2006/07,May,45,13860,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MILITARY ROAD (126) MOSMAN WESTBOUND
2006/07,Apr,114,35112,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,NEWTON ROAD (156) BLACKTOWN WESTBOUND
2006/07,Apr,131,40348,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CASTLE HILL ROAD (72) WEST PENNANT HILLS SOUTHBOUND
2006/07,Apr,91,28028,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BUNGARRIBEE ROAD (153) BLACKTOWN EASTBOUND
2006/07,Apr,57,17556,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MACQUARIE ROAD (506) CARDIFF NORTHBOUND
2006/07,Apr,50,15400,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CORRIMAL STREET (610) WOLLONGONG SOUTHBOUND
2006/07,Apr,47,14476,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KING GEORGES ROAD (42) BEVERLY HILLS NORTHBOUND
2006/07,Mar,71,21868,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PRINCES HIGHWAY (604) FIGTREE SOUTHBOUND
2006/07,Mar,81,24948,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CANTERBURY ROAD(28) PUNCHBOWL EASTBOUND
2006/07,Mar,94,28952,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MACQUARIE ROAD (506) CARDIFF NORTHBOUND
2006/07,Mar,92,28336,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PRINCES HIGHWAY(6) KOGARAH SOUTHBOUND
2006/07,Mar,279,85932,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2006/07,Jan,134,41272,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2006/07,Jan,614,189112,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,O'CONNELL STREET(22) PARRAMATTA SOUTHBOUND
2006/07,Jan,48,14784,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FIVE ISLANDS RD (BRAMBLES CNR) WARRAWONG SOUTHBOUND
2006/07,Jan,31,9548,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ARTHUR STREET (122) STRATHFIELD EASTBOUND
2006/07,Dec,462,142296,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,O'CONNELL STREET(22) PARRAMATTA SOUTHBOUND
2006/07,Nov,71,21868,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PRINCES HIGHWAY(6) KOGARAH SOUTHBOUND
2006/07,Nov,108,33264,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KING GEORGES ROAD (42) BEVERLY HILLS NORTHBOUND
2006/07,Oct,152,46816,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2006/07,Oct,139,42812,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD (86) ERMINGTON WESTBOUND
2006/07,Oct,19,5852,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KING STREET (605) WARRAWONG SOUTHBOUND
2006/07,Feb,9,2772,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,DONALD STREET (512) HAMILTON WESTBOUND
2006/07,Feb,97,29876,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SACKVILLE STREET (63) CANLEY VALE NORTHBOUND
2006/07,Feb,48,14784,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,O'RIORDAN STREET (162) MASCOT SOUTHBOUND
2006/07,Feb,97,29876,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KING STREET (605) WARRAWONG SOUTHBOUND
2006/07,Dec,211,64988,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,OLD SOUTH HEAD ROAD (108) BONDI JUNCTION WESTBOUND
2006/07,Dec,88,27104,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MACQUARIE ROAD (506) CARDIFF NORTHBOUND
2006/07,Oct,132,40656,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MONA VALE ROAD(38) ST IVES SOUTHBOUND
2006/07,Sep,378,116424,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PACIFIC HIGHWAY (157) TURRAMURRA WESTBOUND
2006/07,Sep,48,14784,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KING GEORGES ROAD (42) BEVERLY HILLS NORTHBOUND
2006/07,Aug,154,47432,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MONA VALE ROAD(38) ST IVES SOUTHBOUND
2006/07,Aug,113,34804,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FIVE ISLANDS RD (BRAMBLES CNR) WARRAWONG SOUTHBOUND
2006/07,Jul,125,38500,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ROCKY POINT ROAD (142) RAMSGATE SOUTHBOUND
2006/07,Jul,203,62524,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2006/07,Jul,48,14784,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CORRIMAL STREET (610) WOLLONGONG SOUTHBOUND
2006/07,Jul,54,16632,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,O'RIORDAN STREET (162) MASCOT SOUTHBOUND
2006/07,May,86,26488,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PRINCES HIGHWAY (604) FIGTREE SOUTHBOUND
2006/07,May,88,27104,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BUNGARRIBEE ROAD (153) BLACKTOWN EASTBOUND
2006/07,May,72,22176,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MACQUARIE ROAD (506) CARDIFF NORTHBOUND
2006/07,May,45,13860,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CASTLE HILL ROAD (72) WEST PENNANT HILLS SOUTHBOUND
2006/07,May,125,38500,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD (86) ERMINGTON WESTBOUND
2006/07,Apr,10,3080,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PARRAMATTA ROAD (14) GRANVILLE WESTBOUND
2006/07,Oct,47,14476,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HIGHWAY (151) WARWICK FARM WESTBOUND
2006/07,Sep,90,27720,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HIGHWAY (133) GREENACRE SOUTHBOUND
2006/07,Sep,20,6160,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PRINCES HIGHWAY BULLI (Z) SOUTHBOUND
2006/07,Sep,119,36652,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KING STREET (605) WARRAWONG SOUTHBOUND
2006/07,Jul,5,1540,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CROUDACE ROAD (507) LAMBTON NORTHBOUND
2006/07,Jul,20,6160,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PRINCES HIGHWAY BULLI (Z) SOUTHBOUND
2006/07,Jul,22,6776,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MACQUARIE ROAD (506) CARDIFF NORTHBOUND
2005/06,May,7,2100,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PENNANT HILLS ROAD (47) THORNLEIGH NORTHBOUND
2005/06,Feb,3,900,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,GOULBURN STREET (119) SYDNEY EASTBOUND
2005/06,Dec,11,3300,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,WARRINGAH FWY/FALCON ST (70) NORTH SYDNEY NORTHBOUND
2005/06,Oct,13,3900,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,WARRINGAH FWY/FALCON ST (70) NORTH SYDNEY NORTHBOUND
2005/06,Oct,5,1500,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,VICTORIA STREET (62) SMITHFIELD WESTBOUND
2005/06,Dec,2,600,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,KING STREET (605) WARRAWONG SOUTHBOUND
2005/06,Jun,410,123000,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PENNANT HILLS ROAD(11) CARLINGFORD SOUTHBOUND
2005/06,Jun,120,36000,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ROCKY POINT ROAD (142) RAMSGATE SOUTHBOUND
2005/06,Jun,13,3900,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MACQUARIE ROAD (506) CARDIFF NORTHBOUND
2005/06,Jun,73,21900,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HIGHWAY (151) WARWICK FARM WESTBOUND
2005/06,May,220,66000,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2005/06,May,73,21900,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MAIN ROAD (503) GLENDALE EASTBOUND
2005/06,Apr,117,35100,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ROCKY POINT ROAD (142) RAMSGATE SOUTHBOUND
2005/06,Apr,37,11100,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KING STREET (605) WARRAWONG SOUTHBOUND
